NAME,CPU %,MEM USAGE / LIMIT / MEM %,NET I/O,BLOCK I/O,STATUS,Date/Time
platform-nginx-1,0.02%,119.6MiB / 1.946GiB / 6.00%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:36:05.408915
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:36:05.408915
platform-pgadmin-1,0.06%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:36:05.408915
platform-dps-1,0.02%,39.38MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.2MB,Up,2023-10-18 21:36:05.408915
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,82.5MB / 97.7MB,104MB / 1.71GB,Up,2023-10-18 21:36:05.408915
ipsec-vpn-server,0.00%,12.05MiB / 1.946GiB / 0.60%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:36:05.408915
platform-nginx-1,0.02%,119.6MiB / 1.946GiB / 6.00%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:36:36.515547
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:36:36.515547
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:36:36.515547
platform-dps-1,0.01%,39.38MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.2MB,Up,2023-10-18 21:36:36.515547
postgres,0.05%,138.7MiB / 1.946GiB / 6.96%,82.5MB / 97.7MB,104MB / 1.71GB,Up,2023-10-18 21:36:36.515547
ipsec-vpn-server,0.00%,11.43MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:36:36.515547
platform-nginx-1,0.02%,119.7MiB / 1.946GiB / 6.01%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:38:29.252286
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:38:29.252286
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:38:29.252286
platform-dps-1,0.03%,39.38MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.2MB,Up,2023-10-18 21:38:29.252286
postgres,0.81%,138.7MiB / 1.946GiB / 6.96%,82.6MB / 97.7MB,104MB / 1.71GB,Up,2023-10-18 21:38:29.252286
ipsec-vpn-server,0.11%,11.44MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:38:29.252286
platform-nginx-1,0.05%,119.7MiB / 1.946GiB / 6.01%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:39:24.718089
odoo,0.03%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:39:24.718089
platform-pgadmin-1,0.09%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:39:24.718089
platform-dps-1,0.02%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.2MB,Up,2023-10-18 21:39:24.718089
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,82.6MB / 97.7MB,104MB / 1.71GB,Up,2023-10-18 21:39:24.718089
ipsec-vpn-server,0.00%,11.73MiB / 1.946GiB / 0.59%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:39:24.718089
platform-nginx-1,0.02%,119.9MiB / 1.946GiB / 6.02%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:46:05.408498
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:46:05.408498
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:46:05.408498
platform-dps-1,0.02%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.3MB,Up,2023-10-18 21:46:05.408498
postgres,0.01%,138.7MiB / 1.946GiB / 6.96%,82.7MB / 97.8MB,104MB / 1.71GB,Up,2023-10-18 21:46:05.408498
ipsec-vpn-server,0.00%,12.07MiB / 1.946GiB / 0.61%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:46:05.408498
platform-nginx-1,0.02%,119.9MiB / 1.946GiB / 6.02%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:46:36.515927
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:46:36.515927
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:46:36.515927
platform-dps-1,0.02%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.3MB,Up,2023-10-18 21:46:36.515927
postgres,0.02%,138.7MiB / 1.946GiB / 6.96%,82.7MB / 97.8MB,104MB / 1.71GB,Up,2023-10-18 21:46:36.515927
ipsec-vpn-server,0.00%,11.46MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:46:36.515927
platform-nginx-1,0.03%,120MiB / 1.946GiB / 6.02%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:48:29.252033
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:48:29.252033
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:48:29.252033
platform-dps-1,0.01%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.3MB,Up,2023-10-18 21:48:29.252033
postgres,0.74%,138.7MiB / 1.946GiB / 6.96%,82.7MB / 97.8MB,104MB / 1.71GB,Up,2023-10-18 21:48:29.252033
ipsec-vpn-server,0.08%,11.46MiB / 1.946GiB / 0.58%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:48:29.252033
platform-nginx-1,0.02%,120MiB / 1.946GiB / 6.02%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:49:24.717777
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:49:24.717777
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:49:24.717777
platform-dps-1,0.01%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.4MB,Up,2023-10-18 21:49:24.717777
postgres,0.01%,138.7MiB / 1.946GiB / 6.96%,82.7MB / 97.9MB,104MB / 1.71GB,Up,2023-10-18 21:49:24.717777
ipsec-vpn-server,0.00%,11.76MiB / 1.946GiB / 0.59%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:49:24.717777
platform-nginx-1,0.02%,120.2MiB / 1.946GiB / 6.03%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:56:05.408163
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:56:05.408163
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:56:05.408163
platform-dps-1,0.01%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.4MB,Up,2023-10-18 21:56:05.408163
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,82.8MB / 98MB,104MB / 1.71GB,Up,2023-10-18 21:56:05.408163
ipsec-vpn-server,0.00%,12.1MiB / 1.946GiB / 0.61%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:56:05.408163
platform-nginx-1,0.02%,120.2MiB / 1.946GiB / 6.03%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:56:36.515714
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:56:36.515714
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:56:36.515714
platform-dps-1,0.02%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.5MB,Up,2023-10-18 21:56:36.515714
postgres,0.04%,138.7MiB / 1.946GiB / 6.96%,82.8MB / 98MB,104MB / 1.71GB,Up,2023-10-18 21:56:36.515714
ipsec-vpn-server,0.00%,11.45MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:56:36.515714
platform-nginx-1,0.02%,114.8MiB / 1.946GiB / 5.76%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:58:29.252493
odoo,0.03%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:58:29.252493
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:58:29.252493
platform-dps-1,0.01%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.5MB,Up,2023-10-18 21:58:29.252493
postgres,0.74%,138.8MiB / 1.946GiB / 6.97%,82.9MB / 98MB,104MB / 1.71GB,Up,2023-10-18 21:58:29.252493
ipsec-vpn-server,0.08%,11.41MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:58:29.252493
platform-nginx-1,0.02%,114.8MiB / 1.946GiB / 5.76%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 21:59:24.718477
odoo,0.19%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 21:59:24.718477
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.6kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 21:59:24.718477
platform-dps-1,0.01%,39.39MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.5MB,Up,2023-10-18 21:59:24.718477
postgres,0.17%,138.8MiB / 1.946GiB / 6.97%,82.9MB / 98MB,104MB / 1.71GB,Up,2023-10-18 21:59:24.718477
ipsec-vpn-server,0.00%,11.73MiB / 1.946GiB / 0.59%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 21:59:24.718477
platform-nginx-1,0.03%,115MiB / 1.946GiB / 5.77%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:06:05.408854
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 22:06:05.408854
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.8kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:06:05.408854
platform-dps-1,0.02%,39.4MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.6MB,Up,2023-10-18 22:06:05.408854
postgres,0.00%,138.8MiB / 1.946GiB / 6.97%,82.9MB / 98MB,104MB / 1.72GB,Up,2023-10-18 22:06:05.408854
ipsec-vpn-server,0.00%,12.07MiB / 1.946GiB / 0.61%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:06:05.408854
platform-nginx-1,0.02%,115MiB / 1.946GiB / 5.77%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:06:36.516682
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 22:06:36.516682
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.8kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:06:36.516682
platform-dps-1,0.01%,39.4MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.6MB,Up,2023-10-18 22:06:36.516682
postgres,0.00%,138.8MiB / 1.946GiB / 6.97%,82.9MB / 98MB,104MB / 1.72GB,Up,2023-10-18 22:06:36.516682
ipsec-vpn-server,0.00%,11.42MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:06:36.516682
platform-nginx-1,0.02%,115.1MiB / 1.946GiB / 5.77%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:08:29.251718
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 22:08:29.251718
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.8kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:08:29.251718
platform-dps-1,0.01%,39.4MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.6MB,Up,2023-10-18 22:08:29.251718
postgres,0.05%,138.8MiB / 1.946GiB / 6.97%,82.9MB / 98MB,104MB / 1.72GB,Up,2023-10-18 22:08:29.251718
ipsec-vpn-server,0.09%,11.44MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:08:29.251718
platform-nginx-1,0.02%,115.1MiB / 1.946GiB / 5.78%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:09:24.718274
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,108MB / 216MB,158MB / 504kB,Up,2023-10-18 22:09:24.718274
platform-pgadmin-1,0.06%,116.7MiB / 1.946GiB / 5.86%,58.8kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:09:24.718274
platform-dps-1,0.02%,39.4MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.6MB,Up,2023-10-18 22:09:24.718274
postgres,0.02%,138.8MiB / 1.946GiB / 6.97%,82.9MB / 98MB,104MB / 1.72GB,Up,2023-10-18 22:09:24.718274
ipsec-vpn-server,0.00%,11.75MiB / 1.946GiB / 0.59%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:09:24.718274
platform-nginx-1,0.02%,115.3MiB / 1.946GiB / 5.79%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:16:05.408410
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 216MB,158MB / 508kB,Up,2023-10-18 22:16:05.408410
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:16:05.408410
platform-dps-1,0.01%,39.41MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.7MB,Up,2023-10-18 22:16:05.408410
postgres,0.00%,138.8MiB / 1.946GiB / 6.97%,83MB / 98.1MB,104MB / 1.72GB,Up,2023-10-18 22:16:05.408410
ipsec-vpn-server,0.00%,12.09MiB / 1.946GiB / 0.61%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:16:05.408410
platform-nginx-1,0.02%,115.3MiB / 1.946GiB / 5.79%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:16:36.515458
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 216MB,158MB / 508kB,Up,2023-10-18 22:16:36.515458
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:16:36.515458
platform-dps-1,0.01%,39.41MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.7MB,Up,2023-10-18 22:16:36.515458
postgres,0.00%,138.8MiB / 1.946GiB / 6.97%,83MB / 98.1MB,104MB / 1.72GB,Up,2023-10-18 22:16:36.515458
ipsec-vpn-server,0.00%,11.46MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:16:36.515458
platform-nginx-1,0.02%,115.4MiB / 1.946GiB / 5.79%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:18:29.251838
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 216MB,158MB / 508kB,Up,2023-10-18 22:18:29.251838
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:18:29.251838
platform-dps-1,0.02%,39.41MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.7MB,Up,2023-10-18 22:18:29.251838
postgres,0.06%,138.8MiB / 1.946GiB / 6.97%,83.1MB / 98.2MB,104MB / 1.72GB,Up,2023-10-18 22:18:29.251838
ipsec-vpn-server,0.08%,11.47MiB / 1.946GiB / 0.58%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:18:29.251838
platform-nginx-1,0.02%,115.4MiB / 1.946GiB / 5.79%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:19:24.718048
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 216MB,158MB / 508kB,Up,2023-10-18 22:19:24.718048
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:19:24.718048
platform-dps-1,0.01%,39.41MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.7MB,Up,2023-10-18 22:19:24.718048
postgres,0.00%,138.8MiB / 1.946GiB / 6.97%,83.1MB / 98.2MB,104MB / 1.72GB,Up,2023-10-18 22:19:24.718048
ipsec-vpn-server,0.00%,11.79MiB / 1.946GiB / 0.59%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:19:24.718048
platform-nginx-1,0.04%,115.6MiB / 1.946GiB / 5.80%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:26:05.408266
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 508kB,Up,2023-10-18 22:26:05.408266
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:26:05.408266
platform-dps-1,0.01%,39.41MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.8MB,Up,2023-10-18 22:26:05.408266
postgres,0.02%,138.8MiB / 1.946GiB / 6.97%,83.2MB / 98.3MB,104MB / 1.72GB,Up,2023-10-18 22:26:05.408266
ipsec-vpn-server,0.00%,12.07MiB / 1.946GiB / 0.61%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:26:05.408266
platform-nginx-1,0.02%,115.6MiB / 1.946GiB / 5.80%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:26:36.515506
odoo,0.03%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 508kB,Up,2023-10-18 22:26:36.515506
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:26:36.515506
platform-dps-1,0.01%,39.41MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.8MB,Up,2023-10-18 22:26:36.515506
postgres,0.06%,138.9MiB / 1.946GiB / 6.97%,83.2MB / 98.3MB,104MB / 1.72GB,Up,2023-10-18 22:26:36.515506
ipsec-vpn-server,0.00%,11.41MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:26:36.515506
platform-nginx-1,0.02%,115.7MiB / 1.946GiB / 5.80%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:28:29.252768
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 508kB,Up,2023-10-18 22:28:29.252768
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:28:29.252768
platform-dps-1,0.01%,39.41MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.8MB,Up,2023-10-18 22:28:29.252768
postgres,0.06%,138.8MiB / 1.946GiB / 6.97%,83.3MB / 98.4MB,104MB / 1.72GB,Up,2023-10-18 22:28:29.252768
ipsec-vpn-server,0.09%,11.54MiB / 1.946GiB / 0.58%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:28:29.252768
platform-nginx-1,0.02%,115.7MiB / 1.946GiB / 5.80%,166MB / 142MB,101MB / 59MB,Up,2023-10-18 22:29:24.720507
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 508kB,Up,2023-10-18 22:29:24.720507
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:29:24.720507
platform-dps-1,0.01%,39.41MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.9MB,Up,2023-10-18 22:29:24.720507
postgres,0.00%,138.8MiB / 1.946GiB / 6.97%,83.3MB / 98.4MB,104MB / 1.72GB,Up,2023-10-18 22:29:24.720507
ipsec-vpn-server,0.00%,11.71MiB / 1.946GiB / 0.59%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:29:24.720507
platform-nginx-1,0.04%,117.3MiB / 1.946GiB / 5.89%,167MB / 142MB,102MB / 59.1MB,Up,2023-10-18 22:36:05.408161
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 512kB,Up,2023-10-18 22:36:05.408161
platform-pgadmin-1,0.05%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:36:05.408161
platform-dps-1,0.02%,39.42MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.9MB,Up,2023-10-18 22:36:05.408161
postgres,0.00%,138.9MiB / 1.946GiB / 6.97%,83.4MB / 98.5MB,104MB / 1.73GB,Up,2023-10-18 22:36:05.408161
ipsec-vpn-server,0.00%,12.09MiB / 1.946GiB / 0.61%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:36:05.408161
platform-nginx-1,0.05%,117.3MiB / 1.946GiB / 5.89%,167MB / 142MB,102MB / 59.1MB,Up,2023-10-18 22:36:36.515573
odoo,1.20%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 512kB,Up,2023-10-18 22:36:36.515573
platform-pgadmin-1,0.05%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:36:36.515573
platform-dps-1,0.01%,39.42MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 70.9MB,Up,2023-10-18 22:36:36.515573
postgres,1.08%,138.9MiB / 1.946GiB / 6.97%,83.4MB / 98.5MB,104MB / 1.73GB,Up,2023-10-18 22:36:36.515573
ipsec-vpn-server,0.00%,11.43MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:36:36.515573
platform-nginx-1,0.03%,117.4MiB / 1.946GiB / 5.89%,167MB / 142MB,102MB / 59.1MB,Up,2023-10-18 22:38:29.252721
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 512kB,Up,2023-10-18 22:38:29.252721
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:38:29.252721
platform-dps-1,0.02%,39.42MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 71MB,Up,2023-10-18 22:38:29.252721
postgres,0.04%,138.9MiB / 1.946GiB / 6.97%,83.4MB / 98.5MB,104MB / 1.73GB,Up,2023-10-18 22:38:29.252721
ipsec-vpn-server,0.00%,11.74MiB / 1.946GiB / 0.59%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:38:29.252721
platform-nginx-1,0.02%,117.4MiB / 1.946GiB / 5.89%,167MB / 142MB,102MB / 59.1MB,Up,2023-10-18 22:39:24.718292
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 512kB,Up,2023-10-18 22:39:24.718292
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:39:24.718292
platform-dps-1,0.01%,39.42MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 71MB,Up,2023-10-18 22:39:24.718292
postgres,0.00%,138.8MiB / 1.946GiB / 6.97%,83.4MB / 98.5MB,104MB / 1.73GB,Up,2023-10-18 22:39:24.718292
ipsec-vpn-server,0.00%,11.74MiB / 1.946GiB / 0.59%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:39:24.718292
platform-nginx-1,0.03%,117.6MiB / 1.946GiB / 5.90%,167MB / 142MB,102MB / 59.1MB,Up,2023-10-18 22:46:05.408116
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 512kB,Up,2023-10-18 22:46:05.408116
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:46:05.408116
platform-dps-1,0.01%,39.42MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 71.1MB,Up,2023-10-18 22:46:05.408116
postgres,0.00%,138.8MiB / 1.946GiB / 6.97%,83.5MB / 98.6MB,104MB / 1.73GB,Up,2023-10-18 22:46:05.408116
ipsec-vpn-server,0.00%,12.06MiB / 1.946GiB / 0.61%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:46:05.408116
platform-nginx-1,0.02%,117.6MiB / 1.946GiB / 5.90%,167MB / 143MB,102MB / 59.1MB,Up,2023-10-18 22:46:36.516190
odoo,0.02%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 512kB,Up,2023-10-18 22:46:36.516190
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:46:36.516190
platform-dps-1,0.03%,39.42MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 71.1MB,Up,2023-10-18 22:46:36.516190
postgres,0.04%,138.8MiB / 1.946GiB / 6.97%,83.5MB / 98.6MB,104MB / 1.73GB,Up,2023-10-18 22:46:36.516190
ipsec-vpn-server,0.00%,11.42MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.1MB / 143kB,Up,2023-10-18 22:46:36.516190
platform-nginx-1,0.02%,116.8MiB / 1.946GiB / 5.86%,167MB / 143MB,102MB / 59.1MB,Up,2023-10-18 22:48:29.252346
odoo,0.03%,246.9MiB / 1.946GiB / 12.39%,109MB / 217MB,158MB / 512kB,Up,2023-10-18 22:48:29.252346
platform-pgadmin-1,0.04%,116.7MiB / 1.946GiB / 5.86%,58.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-18 22:48:29.252346
platform-dps-1,0.01%,39.42MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34.4MB / 71.1MB,Up,2023-10-18 22:48:29.252346
postgres,0.08%,138.8MiB / 1.946GiB / 6.97%,83.6MB / 98.6MB,104MB / 1.73GB,Up,2023-10-18 22:48:29.252346
